Año encuesta,Localidad,Sexo,Aseguramiento,Estrato,Casos de alteración de la salud por exposición a ruido,Casos de somnolencia diurna excesiva,Casos de alteración de sueño,Uso de audífonos,Registros
2021,Kennedy,2,Subsidiado (EPSS),3,2,0,7,6,22
2021,Mártires,1,Contributivo (EPS),2,0,0,1,1,2
2021,Mártires,1,Contributivo (EPS),3,5,1,7,5,16
2021,Mártires,1,Ninguno,3,1,0,0,1,2
2021,Mártires,1,Régimen excepcional,3,0,0,1,1,2
2021,Mártires,1,Subsidiado (EPSS),3,2,0,6,4,11
2021,Mártires,2,Contributivo (EPS),2,0,1,2,2,3
2021,Mártires,2,Contributivo (EPS),3,13,4,21,13,41
2021,Mártires,2,Ninguno,3,0,0,1,2,2
2021,Mártires,2,Régimen excepcional,3,1,2,2,1,2
2021,Mártires,2,Subsidiado (EPSS),2,0,0,1,0,3
2021,Mártires,2,Subsidiado (EPSS),3,5,1,16,4,25
2021,Puente Aranda,1,Contributivo (EPS),3,4,0,7,13,26
2021,Puente Aranda,1,Ninguno,3,1,0,0,1,3
2021,Puente Aranda,1,Régimen excepcional,3,0,0,0,0,1
2021,Puente Aranda,1,Subsidiado (EPSS),3,0,0,1,2,3
2021,Puente Aranda,2,Contributivo (EPS),3,6,1,17,13,49
2021,Puente Aranda,2,Ninguno,3,0,0,0,0,1
2021,Puente Aranda,2,Régimen excepcional,3,0,0,0,1,3
2021,Puente Aranda,2,Subsidiado (EPSS),3,1,0,5,5,14
2021,Rafael Uribe,1,Contributivo (EPS),1,2,0,1,0,2
2021,Rafael Uribe,1,Contributivo (EPS),2,2,0,2,2,6
2021,Rafael Uribe,1,Ninguno,3,0,0,0,0,1
2021,Rafael Uribe,1,Subsidiado (EPSS),1,0,0,0,0,1
2021,Rafael Uribe,1,Subsidiado (EPSS),2,1,0,1,0,3
2021,Rafael Uribe,1,Subsidiado (EPSS),3,0,0,1,0,2
2021,Rafael Uribe,2,Contributivo (EPS),1,2,0,3,0,3
2021,Rafael Uribe,2,Contributivo (EPS),2,5,1,10,2,19
2021,Rafael Uribe,2,Contributivo (EPS),3,8,3,12,4,24
2021,Rafael Uribe,2,Ninguno,2,1,1,1,0,1
2021,Rafael Uribe,2,Ninguno,3,1,0,2,0,2
2021,Rafael Uribe,2,Régimen excepcional,2,0,0,1,0,2
2021,Rafael Uribe,2,Subsidiado (EPSS),1,0,0,3,0,6
2021,Rafael Uribe,2,Subsidiado (EPSS),2,5,0,10,2,17
2021,Rafael Uribe,2,Subsidiado (EPSS),3,5,1,7,3,15
2021,San Cristóbal,1,Contributivo (EPS),2,4,1,3,5,12
2021,San Cristóbal,1,Contributivo (EPS),3,1,0,1,1,4
2021,San Cristóbal,1,Ninguno,3,0,0,1,1,1
2021,San Cristóbal,1,Régimen excepcional,2,0,0,0,0,1
2021,San Cristóbal,1,Subsidiado (EPSS),2,1,0,4,1,7
2021,San Cristóbal,2,Contributivo (EPS),2,11,4,21,19,44
2021,San Cristóbal,2,Contributivo (EPS),3,3,2,7,4,9
2021,San Cristóbal,2,Ninguno,2,1,0,1,0,1
2021,San Cristóbal,2,Subsidiado (EPSS),1,0,0,1,0,1
2021,San Cristóbal,2,Subsidiado (EPSS),2,5,4,16,10,32
2021,San Cristóbal,2,Subsidiado (EPSS),3,1,0,1,0,1
2021,Santa Fe,1,Contributivo (EPS),1,0,0,0,0,1
2021,Santa Fe,1,Contributivo (EPS),2,1,0,3,2,7
2021,Santa Fe,1,Contributivo (EPS),3,1,0,2,3,6
2021,Santa Fe,1,Ninguno,2,0,1,0,1,1
2021,Santa Fe,1,Subsidiado (EPSS),2,5,1,6,3,14
2021,Santa Fe,1,Subsidiado (EPSS),3,1,0,1,1,1
2021,Santa Fe,2,Contributivo (EPS),1,0,0,0,0,1
2021,Santa Fe,2,Contributivo (EPS),2,6,3,12,8,31
2021,Santa Fe,2,Contributivo (EPS),3,3,1,3,4,9
2021,Santa Fe,2,Ninguno,2,0,0,3,0,3
2021,Santa Fe,2,Ninguno,3,1,0,1,1,1
2021,Santa Fe,2,Régimen excepcional,2,0,0,1,0,4
2021,Santa Fe,2,Subsidiado (EPSS),1,2,0,1,0,2
2021,Santa Fe,2,Subsidiado (EPSS),2,9,1,16,3,33
2021,Santa Fe,2,Subsidiado (EPSS),3,0,0,1,0,1
2021,Suba,1,Contributivo (EPS),2,12,4,21,22,52
2021,Suba,1,Contributivo (EPS),3,12,6,11,14,37
2021,Suba,1,Contributivo (EPS),4,0,0,0,3,10
2021,Suba,1,Ninguno,2,0,0,1,2,2
2021,Suba,1,Ninguno,3,2,0,1,1,2
2021,Suba,1,Ninguno,4,0,0,0,0,1
2021,Suba,1,Régimen excepcional,2,1,0,0,2,2
2021,Suba,1,Régimen excepcional,3,2,2,2,0,5
2021,Suba,1,Régimen excepcional,4,0,0,0,0,1
2021,Suba,1,Subsidiado (EPSS),2,3,1,2,4,11
2021,Suba,1,Subsidiado (EPSS),3,3,3,1,1,8
2021,Suba,2,Contributivo (EPS),2,37,14,44,31,100
2021,Suba,2,Contributivo (EPS),3,27,11,23,25,71
2021,Suba,2,Contributivo (EPS),4,3,0,6,6,16
2021,Suba,2,Ninguno,2,1,1,3,1,4
2021,Suba,2,Ninguno,3,2,2,2,4,6
2021,Suba,2,Ninguno,4,0,0,0,2,4
2021,Suba,2,Régimen excepcional,2,1,1,2,1,2
2021,Suba,2,Régimen excepcional,3,1,1,1,1,4
2021,Suba,2,Subsidiado (EPSS),2,7,5,16,5,30
2021,Suba,2,Subsidiado (EPSS),3,6,3,5,2,19
2021,Teusaquillo,1,Contributivo (EPS),3,1,0,1,4,8
2021,Teusaquillo,1,Contributivo (EPS),4,3,5,2,15,26
2021,Teusaquillo,1,Ninguno,4,1,1,0,1,1
2021,Teusaquillo,1,Régimen excepcional,3,1,0,1,0,1
2021,Teusaquillo,1,Régimen excepcional,4,1,0,1,1,3
2021,Teusaquillo,1,Subsidiado (EPSS),4,0,0,0,0,1
2021,Teusaquillo,2,Contributivo (EPS),3,1,0,1,2,7
2021,Teusaquillo,2,Contributivo (EPS),4,6,4,15,22,51
2021,Teusaquillo,2,Ninguno,3,0,0,1,0,1
2021,Teusaquillo,2,Ninguno,4,0,0,0,0,1
2021,Teusaquillo,2,Subsidiado (EPSS),3,1,1,1,1,3
2021,Teusaquillo,2,Subsidiado (EPSS),4,0,0,0,0,3
2021,Tunjuelito,1,Contributivo (EPS),2,8,6,14,10,24
2021,Tunjuelito,1,Contributivo (EPS),3,3,1,2,2,7
2021,Tunjuelito,1,Régimen excepcional,2,0,0,0,1,1
2021,Tunjuelito,1,Subsidiado (EPSS),2,2,0,3,1,10
2021,Tunjuelito,1,Subsidiado (EPSS),3,0,0,1,0,1
2021,Tunjuelito,2,Contributivo (EPS),2,17,5,24,10,49
2021,Tunjuelito,2,Contributivo (EPS),3,3,2,7,6,14
2021,Tunjuelito,2,Ninguno,2,1,1,1,1,4
2021,Tunjuelito,2,Régimen excepcional,1,0,0,0,0,1
2021,Tunjuelito,2,Régimen excepcional,2,0,1,1,1,3
2021,Tunjuelito,2,Régimen excepcional,3,0,0,0,0,1
2021,Tunjuelito,2,Subsidiado (EPSS),2,14,6,27,4,39
2021,Tunjuelito,2,Subsidiado (EPSS),3,0,0,1,1,4
2021,Usaquén,1,Contributivo (EPS),2,0,1,2,3,8
2021,Usaquén,1,Contributivo (EPS),3,2,0,0,2,5
2021,Usaquén,1,Contributivo (EPS),4,2,1,1,3,5
2021,Usaquén,1,Ninguno,3,1,0,1,1,1
2021,Usaquén,1,Régimen excepcional,3,0,0,0,0,1
2021,Usaquén,1,Subsidiado (EPSS),1,0,0,1,0,1
2021,Usaquén,1,Subsidiado (EPSS),2,0,0,0,1,1
2021,Usaquén,1,Subsidiado (EPSS),3,0,0,0,1,2
2021,Usaquén,2,Contributivo (EPS),1,0,0,1,3,5
2021,Usaquén,2,Contributivo (EPS),2,6,1,2,6,30
2021,Usaquén,2,Contributivo (EPS),3,3,0,1,5,13
2021,Usaquén,2,Contributivo (EPS),4,7,2,5,10,12
2021,Usaquén,2,Ninguno,2,1,0,1,0,1
2021,Usaquén,2,Ninguno,3,0,0,0,1,2
2021,Usaquén,2,Ninguno,4,0,0,0,0,1
2021,Usaquén,2,Régimen excepcional,4,0,0,0,1,1
2021,Usaquén,2,Subsidiado (EPSS),1,1,1,1,1,2
2021,Usaquén,2,Subsidiado (EPSS),2,4,0,1,1,7
2021,Usaquén,2,Subsidiado (EPSS),3,2,1,1,2,3
2021,Usme,1,Contributivo (EPS),1,6,1,7,7,11
2021,Usme,1,Contributivo (EPS),2,1,0,4,4,11
2021,Usme,1,Ninguno,1,0,0,1,1,1
2021,Usme,1,Ninguno,2,0,0,0,1,1
2021,Usme,1,Subsidiado (EPSS),1,2,1,4,2,9
2021,Usme,1,Subsidiado (EPSS),2,4,1,5,1,5
2021,Usme,2,Contributivo (EPS),1,10,2,6,4,19
2021,Usme,2,Contributivo (EPS),2,12,3,12,8,25
2021,Usme,2,Ninguno,1,1,0,1,0,2
2021,Usme,2,Subsidiado (EPSS),1,11,2,16,8,27
2021,Usme,2,Subsidiado (EPSS),2,6,3,14,3,22
2022,Antonio Nariño,1,1. Contributivo (EPS),3,4,0,5,7,13
2022,Antonio Nariño,1,2.Subsidiado (EPSS),2,0,1,0,1,1
2022,Antonio Nariño,1,2.Subsidiado (EPSS),3,3,0,3,2,8
2022,Antonio Nariño,1,3. Ninguno,3,0,0,0,1,1
2022,Antonio Nariño,2,1. Contributivo (EPS),2,1,0,2,1,2
2022,Antonio Nariño,2,1. Contributivo (EPS),3,4,2,15,7,30
2022,Antonio Nariño,2,2.Subsidiado (EPSS),2,1,0,0,0,4
2022,Antonio Nariño,2,2.Subsidiado (EPSS),3,5,3,12,5,19
2022,Antonio Nariño,2,3. Ninguno,3,1,0,1,0,1
2022,Antonio Nariño,2,4. Régimen excepcional,3,0,0,2,1,3
2022,Barrios Unidos,1,1. Contributivo (EPS),3,2,0,3,7,13
2022,Barrios Unidos,1,1. Contributivo (EPS),4,1,0,1,2,5
2022,Barrios Unidos,1,2.Subsidiado (EPSS),3,0,0,2,4,9
2022,Barrios Unidos,1,3. Ninguno,3,0,1,0,2,3
2022,Barrios Unidos,1,4. Régimen excepcional,3,0,0,0,1,1
2022,Barrios Unidos,2,1. Contributivo (EPS),3,11,5,8,6,30
2022,Barrios Unidos,2,1. Contributivo (EPS),4,0,0,0,1,1
2022,Barrios Unidos,2,2.Subsidiado (EPSS),3,2,1,4,2,9
2022,Bosa,1,1. Contributivo (EPS),1,0,0,0,1,1
2022,Bosa,1,1. Contributivo (EPS),2,2,1,5,14,24
2022,Bosa,1,2.Subsidiado (EPSS),1,1,0,0,0,1
2022,Bosa,1,2.Subsidiado (EPSS),2,0,1,1,3,12
2022,Bosa,1,3. Ninguno,2,0,0,1,0,1
2022,Bosa,2,1. Contributivo (EPS),1,2,0,4,0,11
2022,Bosa,2,1. Contributivo (EPS),2,16,0,43,14,86
2022,Bosa,2,2.Subsidiado (EPSS),1,2,0,4,1,8
2022,Bosa,2,2.Subsidiado (EPSS),2,6,0,27,14,67
2022,Bosa,2,3. Ninguno,1,0,0,0,0,1
2022,Bosa,2,3. Ninguno,2,1,0,2,1,7
2022,Bosa,2,4. Régimen excepcional,1,0,0,0,0,1
2022,Bosa,2,4. Régimen excepcional,2,0,0,1,0,3
2022,Candelaria,1,1. Contributivo (EPS),2,0,0,3,2,6
2022,Candelaria,1,1. Contributivo (EPS),3,0,0,0,1,1
2022,Candelaria,1,2.Subsidiado (EPSS),2,2,1,4,3,8
2022,Candelaria,2,1. Contributivo (EPS),1,0,0,1,0,1
2022,Candelaria,2,1. Contributivo (EPS),2,4,1,6,1,12
2022,Candelaria,2,1. Contributivo (EPS),3,1,0,1,0,1
2022,Candelaria,2,2.Subsidiado (EPSS),1,0,0,0,0,1
2022,Candelaria,2,2.Subsidiado (EPSS),2,2,3,10,4,15
2022,Chapinero,1,1. Contributivo (EPS),1,1,0,1,1,5
2022,Chapinero,1,1. Contributivo (EPS),2,1,0,1,1,1
2022,Chapinero,1,1. Contributivo (EPS),3,1,0,1,1,1
2022,Chapinero,1,1. Contributivo (EPS),4,3,0,2,7,7
2022,Chapinero,1,2.Subsidiado (EPSS),1,0,0,0,1,2
2022,Chapinero,1,2.Subsidiado (EPSS),2,0,0,0,0,2
2022,Chapinero,2,1. Contributivo (EPS),1,1,0,2,4,9
2022,Chapinero,2,1. Contributivo (EPS),2,5,1,1,1,7
2022,Chapinero,2,1. Contributivo (EPS),4,0,1,0,1,1
2022,Chapinero,2,1. Contributivo (EPS),6,1,0,1,0,1
2022,Chapinero,2,2.Subsidiado (EPSS),1,2,0,2,1,5
2022,Chapinero,2,2.Subsidiado (EPSS),2,2,0,3,1,6
2022,Chapinero,2,3. Ninguno,1,0,0,0,0,1
2022,Chapinero,2,4. Régimen excepcional,1,0,0,0,0,1
2022,Ciudad Bolívar,1,1. Contributivo (EPS),1,0,0,1,1,15
2022,Ciudad Bolívar,1,1. Contributivo (EPS),2,0,0,0,1,3
2022,Ciudad Bolívar,1,1. Contributivo (EPS),3,0,0,0,1,3
2022,Ciudad Bolívar,1,2.Subsidiado (EPSS),1,1,0,3,0,19
2022,Ciudad Bolívar,1,2.Subsidiado (EPSS),2,0,0,0,0,1
2022,Ciudad Bolívar,1,3. Ninguno,2,1,0,0,0,1
2022,Ciudad Bolívar,2,1. Contributivo (EPS),1,9,3,10,18,66
2022,Ciudad Bolívar,2,1. Contributivo (EPS),2,2,2,4,6,22
2022,Ciudad Bolívar,2,2.Subsidiado (EPSS),1,7,2,12,9,71
2022,Ciudad Bolívar,2,2.Subsidiado (EPSS),2,5,2,4,2,10
2022,Ciudad Bolívar,2,2.Subsidiado (EPSS),3,0,0,0,1,1
2022,Ciudad Bolívar,2,3. Ninguno,2,0,0,0,0,1
2022,Ciudad Bolívar,2,4. Régimen excepcional,1,1,0,1,1,2
2022,Engativá,1,1. Contributivo (EPS),2,2,5,8,11,21
2022,Engativá,1,1. Contributivo (EPS),3,9,2,6,18,39
2022,Engativá,1,1. Contributivo (EPS),4,1,0,0,1,1
2022,Engativá,1,2.Subsidiado (EPSS),2,1,1,1,3,5
2022,Engativá,1,2.Subsidiado (EPSS),3,5,2,5,9,13
2022,Engativá,1,3. Ninguno,2,0,0,0,0,2
2022,Engativá,1,3. Ninguno,3,1,0,1,0,1
2022,Engativá,1,4. Régimen excepcional,1,0,0,1,0,1
2022,Engativá,1,4. Régimen excepcional,3,1,0,1,3,5
2022,Engativá,2,1. Contributivo (EPS),1,0,1,0,0,1
2022,Engativá,2,1. Contributivo (EPS),2,12,8,16,10,38
2022,Engativá,2,1. Contributivo (EPS),3,40,9,28,31,81
2022,Engativá,2,1. Contributivo (EPS),4,0,0,0,1,1
2022,Engativá,2,2.Subsidiado (EPSS),1,0,0,0,1,1
2022,Engativá,2,2.Subsidiado (EPSS),2,3,2,3,4,13
2022,Engativá,2,2.Subsidiado (EPSS),3,6,1,3,2,14
2022,Engativá,2,3. Ninguno,2,1,1,1,1,1
2022,Engativá,2,3. Ninguno,3,1,0,2,1,5
2022,Engativá,2,4. Régimen excepcional,2,1,1,0,2,3
2022,Engativá,2,4. Régimen excepcional,3,1,0,1,0,2
2022,Engativá,2,4. Régimen excepcional,4,0,0,0,0,1
2022,Fontibón,1,1. Contributivo (EPS),2,3,0,4,4,8
2022,Fontibón,1,1. Contributivo (EPS),3,1,0,2,4,9
2022,Fontibón,1,1. Contributivo (EPS),4,1,0,1,1,6
2022,Fontibón,1,2.Subsidiado (EPSS),2,1,0,4,2,4
2022,Fontibón,1,2.Subsidiado (EPSS),3,0,0,2,1,6
2022,Fontibón,1,2.Subsidiado (EPSS),4,0,0,0,0,1
2022,Fontibón,1,3. Ninguno,3,0,0,1,1,1
2022,Fontibón,1,4. Régimen excepcional,4,0,0,0,1,1
2022,Fontibón,2,1. Contributivo (EPS),2,4,0,13,6,21
2022,Fontibón,2,1. Contributivo (EPS),3,10,2,20,13,47
2022,Fontibón,2,1. Contributivo (EPS),4,0,0,0,1,3
2022,Fontibón,2,1. Contributivo (EPS),5,0,0,1,1,2
2022,Fontibón,2,2.Subsidiado (EPSS),2,3,1,4,1,8
2022,Fontibón,2,2.Subsidiado (EPSS),3,2,0,3,3,8
2022,Fontibón,2,3. Ninguno,2,0,0,0,0,1
2022,Fontibón,2,3. Ninguno,3,0,0,1,0,2
2022,Fontibón,2,4. Régimen excepcional,2,1,0,1,0,1
2022,Fontibón,2,4. Régimen excepcional,3,0,0,1,0,1
2022,Fontibón,2,4. Régimen excepcional,4,1,0,2,0,2
2022,Kennedy,1,1. Contributivo (EPS),2,3,0,9,9,21
2022,Kennedy,1,1. Contributivo (EPS),3,2,0,2,8,24
2022,Kennedy,1,2.Subsidiado (EPSS),2,1,0,4,3,17
2022,Kennedy,1,2.Subsidiado (EPSS),3,0,0,2,1,4
2022,Kennedy,1,3. Ninguno,2,0,0,1,1,3
2022,Kennedy,1,3. Ninguno,3,1,0,2,1,2
2022,Kennedy,1,4. Régimen excepcional,2,0,0,1,1,2
2022,Kennedy,1,4. Régimen excepcional,3,0,0,1,1,2
2022,Kennedy,2,1. Contributivo (EPS),1,1,0,0,0,1
2022,Kennedy,2,1. Contributivo (EPS),2,18,3,37,28,87
2022,Kennedy,2,1. Contributivo (EPS),3,11,3,25,14,60
2022,Kennedy,2,2.Subsidiado (EPSS),2,10,0,22,11,50
2022,Kennedy,2,2.Subsidiado (EPSS),3,2,0,3,4,16
2022,Kennedy,2,3. Ninguno,2,1,0,1,1,1
2022,Kennedy,2,4. Régimen excepcional,2,1,0,1,0,3
2022,Kennedy,2,4. Régimen excepcional,3,1,0,1,0,4
2022,Mártires,1,1. Contributivo (EPS),2,1,0,1,0,2
2022,Mártires,1,1. Contributivo (EPS),3,4,3,7,10,23
2022,Mártires,1,2.Subsidiado (EPSS),2,0,0,1,2,3
2022,Mártires,1,2.Subsidiado (EPSS),3,1,0,4,4,7
2022,Mártires,1,3. Ninguno,3,0,0,0,1,3
2022,Mártires,1,4. Régimen excepcional,2,0,0,1,0,1
2022,Mártires,1,4. Régimen excepcional,3,0,0,0,0,1
2022,Mártires,2,1. Contributivo (EPS),2,1,0,1,0,3
2022,Mártires,2,1. Contributivo (EPS),3,11,1,18,14,40
2022,Mártires,2,2.Subsidiado (EPSS),2,1,0,2,2,8
2022,Mártires,2,2.Subsidiado (EPSS),3,4,0,9,4,16
2022,Mártires,2,3. Ninguno,2,0,0,1,1,1
2022,Mártires,2,3. Ninguno,3,0,1,0,1,3
2022,Mártires,2,4. Régimen excepcional,3,0,0,1,1,2
2022,Puente Aranda,1,1. Contributivo (EPS),3,7,0,5,9,22
2022,Puente Aranda,1,2.Subsidiado (EPSS),3,0,0,0,0,1
2022,Puente Aranda,1,3. Ninguno,3,0,0,1,1,2
2022,Puente Aranda,2,1. Contributivo (EPS),3,10,0,18,16,47
2022,Puente Aranda,2,2.Subsidiado (EPSS),3,3,0,4,4,14
2022,Puente Aranda,2,3. Ninguno,3,0,0,0,0,1
2022,Puente Aranda,2,4. Régimen excepcional,3,0,0,4,2,5
2022,Rafael Uribe,1,1. Contributivo (EPS),2,0,1,2,5,11
2022,Rafael Uribe,1,1. Contributivo (EPS),3,2,2,3,5,8
2022,Rafael Uribe,1,2.Subsidiado (EPSS),1,1,0,1,0,1
2022,Rafael Uribe,1,2.Subsidiado (EPSS),2,2,0,3,4,6
2022,Rafael Uribe,1,2.Subsidiado (EPSS),3,0,1,1,0,2
2022,Rafael Uribe,1,3. Ninguno,1,1,0,1,0,2
2022,Rafael Uribe,2,1. Contributivo (EPS),1,2,1,2,0,2
2022,Rafael Uribe,2,1. Contributivo (EPS),2,3,4,11,9,28
2022,Rafael Uribe,2,1. Contributivo (EPS),3,11,3,11,7,24
2022,Rafael Uribe,2,2.Subsidiado (EPSS),1,1,0,2,2,4
2022,Rafael Uribe,2,2.Subsidiado (EPSS),2,3,0,10,4,20
2022,Rafael Uribe,2,2.Subsidiado (EPSS),3,3,1,9,6,18
2022,Rafael Uribe,2,3. Ninguno,2,0,0,1,0,1
2022,Rafael Uribe,2,3. Ninguno,3,2,0,3,1,4
2022,Rafael Uribe,2,4. Régimen excepcional,2,0,0,0,0,1
2022,Rafael Uribe,2,4. Régimen excepcional,3,0,0,1,0,3
2022,San Cristóbal,1,1. Contributivo (EPS),1,1,1,0,1,2
2022,San Cristóbal,1,1. Contributivo (EPS),2,0,2,7,5,12
2022,San Cristóbal,1,1. Contributivo (EPS),3,0,0,0,2,3
2022,San Cristóbal,1,2.Subsidiado (EPSS),2,3,0,5,4,13
2022,San Cristóbal,1,2.Subsidiado (EPSS),3,0,1,1,2,3
2022,San Cristóbal,1,3. Ninguno,2,1,0,1,0,2
2022,San Cristóbal,2,1. Contributivo (EPS),1,2,0,1,2,4
2022,San Cristóbal,2,1. Contributivo (EPS),2,7,2,20,8,36
2022,San Cristóbal,2,1. Contributivo (EPS),3,2,1,3,4,9
2022,San Cristóbal,2,2.Subsidiado (EPSS),1,0,1,0,0,2
2022,San Cristóbal,2,2.Subsidiado (EPSS),2,7,1,19,7,32
2022,San Cristóbal,2,2.Subsidiado (EPSS),3,1,0,2,2,6
2022,San Cristóbal,2,3. Ninguno,2,0,1,1,0,2
2022,San Cristóbal,2,3. Ninguno,3,1,0,1,0,1
2022,San Cristóbal,2,4. Régimen excepcional,3,1,0,1,1,1
2022,Santa Fe,1,1. Contributivo (EPS),1,0,0,0,0,2
2022,Santa Fe,1,1. Contributivo (EPS),2,3,1,4,2,8
2022,Santa Fe,1,1. Contributivo (EPS),3,2,0,3,2,4
2022,Santa Fe,1,2.Subsidiado (EPSS),1,0,0,1,0,1
2022,Santa Fe,1,2.Subsidiado (EPSS),2,1,0,3,0,5
2022,Santa Fe,1,2.Subsidiado (EPSS),3,1,0,3,0,3
2022,Santa Fe,1,3. Ninguno,2,0,0,0,0,1
2022,Santa Fe,2,1. Contributivo (EPS),2,5,0,9,5,21
