Año encuesta,Localidad,Sexo,Aseguramiento,Estrato,Casos de alteración de la salud por exposición a ruido,Casos de somnolencia diurna excesiva,Casos de alteración de sueño,Uso de audífonos,Registros
2023,Tunjuelito,1,Contributivo (EPS),3,0,0,0,0,1
2023,Tunjuelito,1,Ninguno,2,0,0,0,1,1
2023,Tunjuelito,1,Ninguno,3,0,0,0,0,1
2023,Tunjuelito,1,Régimen excepcional,2,0,0,0,0,1
2023,Tunjuelito,1,Régimen excepcional,3,0,0,0,0,1
2023,Tunjuelito,1,Subsidiado (EPSS),2,2,2,2,4,10
2023,Tunjuelito,1,Subsidiado (EPSS),3,0,0,0,0,2
2023,Tunjuelito,2,Contributivo (EPS),2,9,5,10,8,35
2023,Tunjuelito,2,Contributivo (EPS),3,2,3,4,3,10
2023,Tunjuelito,2,Ninguno,2,0,0,0,1,2
2023,Tunjuelito,2,Ninguno,3,0,0,1,0,1
2023,Tunjuelito,2,Régimen excepcional,2,1,0,1,0,1
2023,Tunjuelito,2,Régimen excepcional,3,0,0,0,0,1
2023,Tunjuelito,2,Subsidiado (EPSS),2,9,3,9,14,47
2023,Tunjuelito,2,Subsidiado (EPSS),3,1,0,1,0,1
2023,Usaquén,1,Contributivo (EPS),1,0,1,0,1,2
2023,Usaquén,1,Contributivo (EPS),2,0,1,1,4,5
2023,Usaquén,1,Contributivo (EPS),3,4,0,2,4,8
2023,Usaquén,1,Contributivo (EPS),4,4,2,2,5,7
2023,Usaquén,1,Contributivo (EPS),5,2,1,1,4,5
2023,Usaquén,1,Contributivo (EPS),6,1,0,0,1,3
2023,Usaquén,1,Ninguno,2,1,1,1,0,1
2023,Usaquén,1,Ninguno,3,1,0,0,1,1
2023,Usaquén,1,Ninguno,4,1,0,0,1,1
2023,Usaquén,1,Régimen excepcional,3,0,0,0,0,1
2023,Usaquén,1,Subsidiado (EPSS),1,1,0,2,1,2
2023,Usaquén,1,Subsidiado (EPSS),2,2,2,0,0,4
2023,Usaquén,2,Contributivo (EPS),1,0,0,1,1,3
2023,Usaquén,2,Contributivo (EPS),2,4,1,3,1,9
2023,Usaquén,2,Contributivo (EPS),3,18,4,12,10,32
2023,Usaquén,2,Contributivo (EPS),4,10,4,7,9,15
2023,Usaquén,2,Contributivo (EPS),5,4,3,2,4,7
2023,Usaquén,2,Contributivo (EPS),6,2,1,4,3,9
2023,Usaquén,2,Ninguno,3,0,0,0,0,1
2023,Usaquén,2,Ninguno,5,0,0,0,0,1
2023,Usaquén,2,Régimen excepcional,3,1,1,0,1,1
2023,Usaquén,2,Subsidiado (EPSS),1,1,0,0,1,2
2023,Usaquén,2,Subsidiado (EPSS),2,2,2,1,2,6
2023,Usaquén,2,Subsidiado (EPSS),3,5,1,7,2,8
2023,Usme,1,Contributivo (EPS),1,0,0,0,1,3
2023,Usme,1,Contributivo (EPS),2,0,0,0,3,7
2023,Usme,1,Ninguno,1,0,0,0,0,1
2023,Usme,1,Ninguno,2,0,0,0,0,1
2023,Usme,1,Subsidiado (EPSS),1,1,0,2,1,5
2023,Usme,1,Subsidiado (EPSS),2,1,0,0,1,4
2023,Usme,2,Contributivo (EPS),1,10,0,3,7,24
2023,Usme,2,Contributivo (EPS),2,10,3,14,6,43
2023,Usme,2,Ninguno,1,0,0,0,0,1
2023,Usme,2,Régimen excepcional,2,0,1,0,0,3
2023,Usme,2,Subsidiado (EPSS),1,10,4,6,4,24
2023,Usme,2,Subsidiado (EPSS),2,6,1,6,5,28
2024,Antonio Nariño,1,Contributivo (EPS),2,0,0,0,0,1
2024,Antonio Nariño,1,Contributivo (EPS),3,4,1,9,9,19
2024,Antonio Nariño,1,Ninguno,3,2,1,3,3,5
2024,Antonio Nariño,1,Régimen excepcional,3,0,0,0,0,1
2024,Antonio Nariño,1,Subsidiado (EPSS),2,0,0,1,0,1
2024,Antonio Nariño,1,Subsidiado (EPSS),3,2,1,2,4,10
2024,Antonio Nariño,2,Contributivo (EPS),2,0,0,1,1,2
2024,Antonio Nariño,2,Contributivo (EPS),3,8,6,24,22,54
2024,Antonio Nariño,2,Ninguno,2,1,1,1,0,1
2024,Antonio Nariño,2,Ninguno,3,0,0,0,0,1
2024,Antonio Nariño,2,Régimen excepcional,3,0,0,1,0,1
2024,Antonio Nariño,2,Subsidiado (EPSS),2,2,0,3,0,4
2024,Antonio Nariño,2,Subsidiado (EPSS),3,7,8,13,6,26
2024,Barrios Unidos,1,Contributivo (EPS),3,4,0,6,2,18
2024,Barrios Unidos,1,Contributivo (EPS),5,0,0,0,1,1
2024,Barrios Unidos,1,Ninguno,3,1,0,0,2,3
2024,Barrios Unidos,1,Subsidiado (EPSS),3,0,0,0,0,2
2024,Barrios Unidos,2,Contributivo (EPS),2,0,0,0,0,1
2024,Barrios Unidos,2,Contributivo (EPS),3,4,2,4,7,16
2024,Barrios Unidos,2,Subsidiado (EPSS),3,2,0,0,1,7
2024,Bosa,1,Contributivo (EPS),1,1,0,1,1,1
2024,Bosa,1,Contributivo (EPS),2,3,1,2,3,12
2024,Bosa,1,Subsidiado (EPSS),1,1,0,0,0,1
2024,Bosa,1,Subsidiado (EPSS),2,1,1,5,2,6
2024,Bosa,2,Contributivo (EPS),1,4,0,5,3,13
2024,Bosa,2,Contributivo (EPS),2,9,3,25,8,46
2024,Bosa,2,Contributivo (EPS),3,0,0,0,1,4
2024,Bosa,2,Ninguno,2,0,0,1,0,1
2024,Bosa,2,Régimen excepcional,1,0,0,0,1,1
2024,Bosa,2,Subsidiado (EPSS),1,3,0,6,1,14
2024,Bosa,2,Subsidiado (EPSS),2,10,5,21,8,38
2024,Bosa,2,Subsidiado (EPSS),3,0,0,1,1,2
2024,Candelaria,1,Contributivo (EPS),2,2,0,1,1,6
2024,Candelaria,1,Contributivo (EPS),3,0,0,0,1,1
2024,Candelaria,1,Ninguno,2,0,0,1,1,2
2024,Candelaria,1,Subsidiado (EPSS),2,1,0,3,1,7
2024,Candelaria,1,Subsidiado (EPSS),3,0,0,0,0,1
2024,Candelaria,2,Contributivo (EPS),2,2,1,3,3,7
2024,Candelaria,2,Contributivo (EPS),3,1,0,0,1,1
2024,Candelaria,2,Subsidiado (EPSS),2,1,0,3,2,15
2024,Candelaria,2,Subsidiado (EPSS),3,0,0,1,0,2
2024,Chapinero,1,Contributivo (EPS),1,2,1,0,1,4
2024,Chapinero,1,Contributivo (EPS),2,5,1,3,5,12
2024,Chapinero,1,Contributivo (EPS),3,0,0,0,0,1
2024,Chapinero,1,Contributivo (EPS),4,0,1,2,3,7
2024,Chapinero,1,Contributivo (EPS),6,0,0,0,3,4
2024,Chapinero,1,Ninguno,2,0,0,0,1,1
2024,Chapinero,1,Régimen excepcional,2,0,0,1,1,1
2024,Chapinero,1,Régimen excepcional,4,0,0,0,1,1
2024,Chapinero,1,Subsidiado (EPSS),1,1,0,0,1,1
2024,Chapinero,1,Subsidiado (EPSS),2,0,0,1,0,2
2024,Chapinero,1,Subsidiado (EPSS),3,2,0,0,1,2
2024,Chapinero,1,Subsidiado (EPSS),4,0,1,0,0,1
2024,Chapinero,2,Contributivo (EPS),1,3,0,2,1,8
2024,Chapinero,2,Contributivo (EPS),2,3,0,2,2,11
2024,Chapinero,2,Contributivo (EPS),3,1,0,0,1,1
2024,Chapinero,2,Contributivo (EPS),4,4,0,1,2,13
2024,Chapinero,2,Contributivo (EPS),5,0,0,0,1,2
2024,Chapinero,2,Contributivo (EPS),6,2,1,2,4,5
2024,Chapinero,2,Subsidiado (EPSS),1,0,0,1,2,2
2024,Chapinero,2,Subsidiado (EPSS),2,6,1,3,2,11
2024,Chapinero,2,Subsidiado (EPSS),3,0,0,0,0,1
2024,Chapinero,2,Subsidiado (EPSS),4,0,1,0,0,1
2024,Chapinero,2,Subsidiado (EPSS),5,1,0,0,0,1
2024,Ciudad Bolívar,1,Contributivo (EPS),1,0,0,1,5,11
2024,Ciudad Bolívar,1,Contributivo (EPS),2,0,0,1,2,4
2024,Ciudad Bolívar,1,Contributivo (EPS),3,0,0,0,0,1
2024,Ciudad Bolívar,1,Régimen excepcional,2,0,0,0,0,1
2024,Ciudad Bolívar,1,Subsidiado (EPSS),1,4,0,5,4,16
2024,Ciudad Bolívar,1,Subsidiado (EPSS),2,2,0,2,3,8
2024,Ciudad Bolívar,2,Contributivo (EPS),1,11,0,18,11,46
2024,Ciudad Bolívar,2,Contributivo (EPS),2,1,0,6,10,22
2024,Ciudad Bolívar,2,Contributivo (EPS),3,0,1,0,1,2
2024,Ciudad Bolívar,2,Ninguno,1,0,0,2,1,4
2024,Ciudad Bolívar,2,Régimen excepcional,2,1,0,0,0,1
2024,Ciudad Bolívar,2,Subsidiado (EPSS),1,7,3,22,9,55
2024,Ciudad Bolívar,2,Subsidiado (EPSS),2,1,0,3,3,14
2024,Ciudad Bolívar,2,Subsidiado (EPSS),3,0,0,0,0,2
2024,Engativá,1,Contributivo (EPS),2,2,1,2,4,12
2024,Engativá,1,Contributivo (EPS),3,16,5,16,25,58
2024,Engativá,1,Contributivo (EPS),4,0,0,0,1,1
2024,Engativá,1,Ninguno,3,0,0,0,0,1
2024,Engativá,1,Régimen excepcional,2,2,0,0,0,2
2024,Engativá,1,Régimen excepcional,3,0,1,0,2,5
2024,Engativá,1,Subsidiado (EPSS),1,0,0,1,1,4
2024,Engativá,1,Subsidiado (EPSS),2,1,0,0,2,4
2024,Engativá,1,Subsidiado (EPSS),3,8,0,7,2,20
2024,Engativá,2,Contributivo (EPS),1,3,0,0,1,3
2024,Engativá,2,Contributivo (EPS),2,13,2,10,9,32
2024,Engativá,2,Contributivo (EPS),3,28,4,25,24,89
2024,Engativá,2,Ninguno,3,2,2,2,1,3
2024,Engativá,2,Régimen excepcional,2,0,0,0,0,1
2024,Engativá,2,Régimen excepcional,3,1,1,0,2,4
2024,Engativá,2,Subsidiado (EPSS),1,6,0,2,1,8
2024,Engativá,2,Subsidiado (EPSS),2,8,1,5,4,12
2024,Engativá,2,Subsidiado (EPSS),3,8,0,3,4,19
2024,Fontibón,1,Contributivo (EPS),2,1,0,2,2,4
2024,Fontibón,1,Contributivo (EPS),3,1,0,0,1,3
2024,Fontibón,1,Contributivo (EPS),4,0,1,3,2,5
2024,Fontibón,1,Régimen excepcional,4,0,0,1,0,1
2024,Fontibón,1,Subsidiado (EPSS),2,2,0,2,0,3
2024,Fontibón,1,Subsidiado (EPSS),3,1,0,1,1,2
2024,Fontibón,2,Contributivo (EPS),1,1,0,1,0,1
2024,Fontibón,2,Contributivo (EPS),2,6,0,10,4,19
2024,Fontibón,2,Contributivo (EPS),3,8,3,7,4,11
2024,Fontibón,2,Contributivo (EPS),4,2,1,6,6,22
2024,Fontibón,2,Contributivo (EPS),5,0,0,0,0,1
2024,Fontibón,2,Ninguno,2,0,0,1,0,1
2024,Fontibón,2,Régimen excepcional,2,0,0,0,0,1
2024,Fontibón,2,Régimen excepcional,3,2,1,2,0,3
2024,Fontibón,2,Régimen excepcional,4,1,0,1,1,3
2024,Fontibón,2,Subsidiado (EPSS),2,2,0,2,0,3
2024,Fontibón,2,Subsidiado (EPSS),3,0,0,0,0,3
2024,Fontibón,2,Subsidiado (EPSS),4,1,0,1,1,1
2024,Kennedy,1,Contributivo (EPS),2,2,0,2,5,14
2024,Kennedy,1,Contributivo (EPS),3,5,0,2,6,11
2024,Kennedy,1,Régimen excepcional,2,1,0,0,1,2
2024,Kennedy,1,Régimen excepcional,3,0,0,1,1,2
2024,Kennedy,1,Subsidiado (EPSS),2,0,0,2,1,5
2024,Kennedy,1,Subsidiado (EPSS),3,1,1,1,2,4
2024,Kennedy,2,Contributivo (EPS),2,13,5,26,29,58
2024,Kennedy,2,Contributivo (EPS),3,12,0,30,15,56
2024,Kennedy,2,Ninguno,2,0,0,0,1,1
2024,Kennedy,2,Ninguno,3,2,0,2,0,2
2024,Kennedy,2,Régimen excepcional,2,1,0,1,0,2
2024,Kennedy,2,Régimen excepcional,3,0,0,1,1,4
2024,Kennedy,2,Subsidiado (EPSS),2,13,0,19,10,33
2024,Kennedy,2,Subsidiado (EPSS),3,2,0,6,2,11
2024,Mártires,1,Contributivo (EPS),3,2,0,0,6,12
2024,Mártires,1,Ninguno,3,0,0,1,1,3
2024,Mártires,1,Régimen excepcional,3,0,0,1,0,1
2024,Mártires,1,Subsidiado (EPSS),2,0,0,0,1,1
2024,Mártires,1,Subsidiado (EPSS),3,1,1,2,4,8
2024,Mártires,2,Contributivo (EPS),2,0,0,0,1,2
2024,Mártires,2,Contributivo (EPS),3,4,0,11,9,49
2024,Mártires,2,Ninguno,3,1,0,0,2,3
2024,Mártires,2,Régimen excepcional,3,0,0,1,0,1
2024,Mártires,2,Subsidiado (EPSS),2,1,0,2,0,4
2024,Mártires,2,Subsidiado (EPSS),3,1,1,4,8,27
2024,Puente Aranda,1,Contributivo (EPS),2,0,0,1,0,1
2024,Puente Aranda,1,Contributivo (EPS),3,6,2,7,9,21
2024,Puente Aranda,1,Ninguno,3,0,0,0,1,1
2024,Puente Aranda,1,Subsidiado (EPSS),3,1,0,1,2,4
2024,Puente Aranda,2,Contributivo (EPS),3,5,2,13,15,37
2024,Puente Aranda,2,Régimen excepcional,3,1,0,1,0,2
2024,Puente Aranda,2,Subsidiado (EPSS),2,1,0,1,0,1
2024,Puente Aranda,2,Subsidiado (EPSS),3,4,0,6,6,10
2024,Rafael Uribe,1,Contributivo (EPS),2,0,0,0,5,9
2024,Rafael Uribe,1,Contributivo (EPS),3,1,2,0,1,12
2024,Rafael Uribe,1,Régimen excepcional,2,0,0,0,0,1
2024,Rafael Uribe,1,Subsidiado (EPSS),2,0,0,0,0,3
2024,Rafael Uribe,1,Subsidiado (EPSS),3,1,0,1,3,3
2024,Rafael Uribe,2,Contributivo (EPS),1,1,0,0,1,3
2024,Rafael Uribe,2,Contributivo (EPS),2,6,1,5,10,26
2024,Rafael Uribe,2,Contributivo (EPS),3,3,1,5,4,18
2024,Rafael Uribe,2,Ninguno,3,0,0,1,2,2
2024,Rafael Uribe,2,Régimen excepcional,2,1,0,1,0,1
2024,Rafael Uribe,2,Régimen excepcional,3,1,0,1,0,1
2024,Rafael Uribe,2,Subsidiado (EPSS),1,0,0,0,0,5
2024,Rafael Uribe,2,Subsidiado (EPSS),2,4,0,3,1,16
2024,Rafael Uribe,2,Subsidiado (EPSS),3,1,1,6,5,11
2024,San Cristóbal,1,Contributivo (EPS),2,5,2,7,7,10
2024,San Cristóbal,1,Contributivo (EPS),3,0,0,1,1,1
2024,San Cristóbal,1,Ninguno,2,2,1,2,0,2
2024,San Cristóbal,1,Subsidiado (EPSS),1,0,0,1,0,1
2024,San Cristóbal,1,Subsidiado (EPSS),2,2,0,2,2,9
2024,San Cristóbal,1,Subsidiado (EPSS),3,0,0,0,1,2
2024,San Cristóbal,2,Contributivo (EPS),1,1,0,2,1,5
2024,San Cristóbal,2,Contributivo (EPS),2,10,7,21,12,41
2024,San Cristóbal,2,Contributivo (EPS),3,3,0,4,4,10
2024,San Cristóbal,2,Régimen excepcional,2,1,0,0,0,1
2024,San Cristóbal,2,Subsidiado (EPSS),1,0,0,0,0,1
2024,San Cristóbal,2,Subsidiado (EPSS),2,10,1,15,3,21
2024,San Cristóbal,2,Subsidiado (EPSS),3,2,1,0,2,6
2024,Santa Fe,1,Contributivo (EPS),2,1,0,0,5,11
2024,Santa Fe,1,Contributivo (EPS),3,0,0,1,2,3
2024,Santa Fe,1,Ninguno,2,0,0,0,1,3
2024,Santa Fe,1,Ninguno,3,0,0,0,0,2
2024,Santa Fe,1,Subsidiado (EPSS),2,0,0,0,2,6
2024,Santa Fe,1,Subsidiado (EPSS),3,0,0,1,1,7
2024,Santa Fe,2,Contributivo (EPS),1,0,0,1,2,5
2024,Santa Fe,2,Contributivo (EPS),2,2,0,4,10,19
2024,Santa Fe,2,Contributivo (EPS),3,0,0,1,1,5
2024,Santa Fe,2,Ninguno,2,1,0,0,3,4
2024,Santa Fe,2,Ninguno,3,0,0,0,0,3
2024,Santa Fe,2,Régimen excepcional,2,0,0,0,0,1
2024,Santa Fe,2,Subsidiado (EPSS),1,0,0,1,0,5
2024,Santa Fe,2,Subsidiado (EPSS),2,3,2,9,9,29
2024,Santa Fe,2,Subsidiado (EPSS),3,2,0,3,1,6
2024,Suba,1,Contributivo (EPS),1,1,0,0,0,1
2024,Suba,1,Contributivo (EPS),2,4,0,9,19,54
2024,Suba,1,Contributivo (EPS),3,6,0,7,5,24
2024,Suba,1,Contributivo (EPS),4,2,0,1,2,11
2024,Suba,1,Contributivo (EPS),5,1,1,3,5,9
2024,Suba,1,Contributivo (EPS),6,1,0,1,0,1
2024,Suba,1,Ninguno,2,0,0,0,1,2
2024,Suba,1,Ninguno,3,0,0,1,0,1
2024,Suba,1,Régimen excepcional,3,0,0,0,2,3
2024,Suba,1,Régimen excepcional,6,0,0,0,1,1
2024,Suba,1,Subsidiado (EPSS),2,3,1,1,1,12
2024,Suba,1,Subsidiado (EPSS),3,3,2,1,2,7
2024,Suba,2,Contributivo (EPS),2,26,7,21,31,101
2024,Suba,2,Contributivo (EPS),3,10,2,11,12,38
2024,Suba,2,Contributivo (EPS),4,6,1,9,8,20
2024,Suba,2,Contributivo (EPS),5,1,2,3,4,8
2024,Suba,2,Ninguno,2,1,0,1,0,1
2024,Suba,2,Ninguno,3,2,1,1,0,3
2024,Suba,2,Régimen excepcional,2,1,0,1,1,4
2024,Suba,2,Régimen excepcional,3,2,1,2,0,4
2024,Suba,2,Régimen excepcional,5,1,0,0,0,1
2024,Suba,2,Subsidiado (EPSS),2,10,2,15,9,58
2024,Suba,2,Subsidiado (EPSS),3,4,0,6,6,13
2024,Sumapaz,1,Contributivo (EPS),1,0,0,0,0,1
2024,Sumapaz,1,Subsidiado (EPSS),1,0,0,0,1,1
2024,Sumapaz,2,Contributivo (EPS),1,0,0,1,1,7
2024,Sumapaz,2,Subsidiado (EPSS),1,0,0,0,0,3
2024,Teusaquillo,1,Contributivo (EPS),3,3,0,0,3,7
2024,Teusaquillo,1,Contributivo (EPS),4,9,1,9,16,29
2024,Teusaquillo,1,Contributivo (EPS),5,0,0,1,3,3
2024,Teusaquillo,1,Ninguno,3,0,0,0,0,1
2024,Teusaquillo,1,Régimen excepcional,3,0,0,0,1,1
2024,Teusaquillo,1,Régimen excepcional,4,0,0,0,1,2
2024,Teusaquillo,1,Subsidiado (EPSS),3,0,0,0,2,2
2024,Teusaquillo,2,Contributivo (EPS),3,2,1,1,4,4
2024,Teusaquillo,2,Contributivo (EPS),4,10,1,11,15,22
2024,Teusaquillo,2,Contributivo (EPS),5,0,0,0,0,1
2024,Teusaquillo,2,Régimen excepcional,3,0,0,0,0,1
2024,Teusaquillo,2,Régimen excepcional,4,0,1,1,0,2
2024,Teusaquillo,2,Subsidiado (EPSS),3,0,0,0,0,2
2024,Teusaquillo,2,Subsidiado (EPSS),4,2,1,0,2,3
2024,Tunjuelito,1,Contributivo (EPS),2,2,1,1,6,14
2024,Tunjuelito,1,Contributivo (EPS),3,1,2,1,3,5
2024,Tunjuelito,1,Ninguno,2,0,0,0,0,1
2024,Tunjuelito,1,Ninguno,3,0,0,0,0,1
2024,Tunjuelito,1,Régimen excepcional,2,0,0,0,0,1
2024,Tunjuelito,1,Régimen excepcional,3,1,0,0,0,1
2024,Tunjuelito,1,Subsidiado (EPSS),1,0,0,0,0,1
2024,Tunjuelito,1,Subsidiado (EPSS),2,0,0,2,0,8
2024,Tunjuelito,1,Subsidiado (EPSS),3,0,1,1,1,4
2024,Tunjuelito,2,Contributivo (EPS),2,4,1,5,5,31
2024,Tunjuelito,2,Contributivo (EPS),3,0,0,3,6,14
2024,Tunjuelito,2,Ninguno,2,0,0,1,4,4
2024,Tunjuelito,2,Ninguno,3,0,0,0,0,1
2024,Tunjuelito,2,Subsidiado (EPSS),2,7,1,11,11,39
2024,Tunjuelito,2,Subsidiado (EPSS),3,0,1,0,1,6
2024,Usaquén,1,Contributivo (EPS),1,0,0,1,2,4
2024,Usaquén,1,Contributivo (EPS),2,7,2,6,4,13
2024,Usaquén,1,Contributivo (EPS),3,4,1,1,3,8
2024,Usaquén,1,Contributivo (EPS),4,1,0,1,5,10
2024,Usaquén,1,Contributivo (EPS),5,1,0,0,2,4
2024,Usaquén,1,Contributivo (EPS),6,5,0,1,3,6
2024,Usaquén,1,Ninguno,1,0,0,0,1,1
2024,Usaquén,1,Ninguno,2,0,0,0,0,1
2024,Usaquén,1,Régimen excepcional,4,0,0,0,0,1
2024,Usaquén,1,Subsidiado (EPSS),1,2,0,0,1,9
2024,Usaquén,1,Subsidiado (EPSS),2,3,0,3,1,8
2024,Usaquén,1,Subsidiado (EPSS),3,1,0,1,0,1
2024,Usaquén,2,Contributivo (EPS),1,2,1,5,3,15
2024,Usaquén,2,Contributivo (EPS),2,7,0,4,7,21
2024,Usaquén,2,Contributivo (EPS),3,6,4,7,3,14
2024,Usaquén,2,Contributivo (EPS),4,3,0,1,7,14
2024,Usaquén,2,Contributivo (EPS),5,1,0,1,3,7
2024,Usaquén,2,Contributivo (EPS),6,0,1,1,1,2
2024,Usaquén,2,Régimen excepcional,1,1,0,1,0,1
2024,Usaquén,2,Subsidiado (EPSS),1,3,1,2,1,10
2024,Usaquén,2,Subsidiado (EPSS),2,2,2,5,4,9
2024,Usaquén,2,Subsidiado (EPSS),3,2,1,0,2,7
2024,Usaquén,2,Subsidiado (EPSS),4,0,0,0,1,2
2024,Usme,1,Contributivo (EPS),1,0,0,0,5,5
2024,Usme,1,Contributivo (EPS),2,1,0,0,2,4
2024,Usme,1,Ninguno,1,0,1,0,1,1
2024,Usme,1,Ninguno,2,0,0,0,0,1
2024,Usme,1,Régimen excepcional,2,0,0,0,0,1
2024,Usme,1,Subsidiado (EPSS),1,0,0,2,1,5
2024,Usme,1,Subsidiado (EPSS),2,0,0,0,0,4
2024,Usme,2,Contributivo (EPS),1,1,1,3,9,28
2024,Usme,2,Contributivo (EPS),2,3,0,8,6,17
2024,Usme,2,Ninguno,1,0,0,0,0,2
2024,Usme,2,Régimen excepcional,1,0,1,2,0,2
2024,Usme,2,Régimen excepcional,2,1,0,1,0,1
2024,Usme,2,Subsidiado (EPSS),1,5,0,10,7,33
2024,Usme,2,Subsidiado (EPSS),2,3,1,5,3,14