Año;LOCALIDAD;EDAD;Adolescentes encuestados;Adolesc_alteraciónensalud;Adolesc_somnolenciadiurna;Adolesc_usodeAudifonos
2022;Mártires;11;8;1;0;4
2022;Mártires;12;15;3;0;11
2022;Mártires;13;11;0;0;8
2022;Mártires;14;16;2;0;13
2022;Mártires;15;10;2;0;8
2022;Mártires;16;10;1;0;7
2022;Mártires;17;12;1;0;11
2022;Puente Aranda;11;13;2;0;11
2022;Puente Aranda;12;12;1;0;8
2022;Puente Aranda;13;15;1;0;7
2022;Puente Aranda;14;22;0;0;15
2022;Puente Aranda;15;16;2;0;16
2022;Puente Aranda;16;9;1;0;8
2022;Puente Aranda;17;5;2;0;5
2022;Rafael Uribe;11;26;0;0;15
2022;Rafael Uribe;12;23;0;0;11
2022;Rafael Uribe;13;10;1;0;7
2022;Rafael Uribe;14;23;0;0;18
2022;Rafael Uribe;15;23;2;0;19
2022;Rafael Uribe;16;7;1;0;4
2022;Rafael Uribe;17;15;5;0;14
2022;San Cristóbal;11;22;1;0;13
2022;San Cristóbal;12;29;4;0;22
2022;San Cristóbal;13;20;0;0;13
2022;San Cristóbal;14;16;1;0;12
2022;San Cristóbal;15;23;1;0;17
2022;San Cristóbal;16;13;2;0;10
2022;San Cristóbal;17;12;0;1;12
2022;Santa Fe;11;9;0;0;7
2022;Santa Fe;12;12;1;0;8
2022;Santa Fe;13;12;0;0;8
2022;Santa Fe;14;12;1;0;10
2022;Santa Fe;15;13;2;0;9
2022;Santa Fe;16;15;2;0;10
2022;Santa Fe;17;6;2;0;5
2022;Suba;11;33;3;0;16
2022;Suba;12;41;8;2;27
2022;Suba;13;47;12;0;35
2022;Suba;14;41;10;5;27
2022;Suba;15;48;6;2;37
2022;Suba;16;35;7;7;30
2022;Suba;17;39;8;1;29
2022;Teusaquillo;11;3;0;0;2
2022;Teusaquillo;12;1;0;0;1
2022;Teusaquillo;13;1;1;0;1
2022;Teusaquillo;14;2;1;0;2
2022;Teusaquillo;16;4;2;0;3
2022;Teusaquillo;17;5;1;0;4
2022;Tunjuelito;11;19;1;0;7
2022;Tunjuelito;12;16;1;0;9
2022;Tunjuelito;13;21;0;0;16
2022;Tunjuelito;14;12;1;1;9
2022;Tunjuelito;15;15;0;0;14
2022;Tunjuelito;16;8;2;0;6
2022;Tunjuelito;17;8;3;0;7
2022;Usaquén;11;13;3;0;7
2022;Usaquén;12;9;2;1;5
2022;Usaquén;13;14;1;2;10
2022;Usaquén;14;18;3;0;13
2022;Usaquén;15;9;1;2;5
2022;Usaquén;16;9;2;2;7
2022;Usaquén;17;8;2;0;6
2022;Usme;11;28;3;0;14
2022;Usme;12;31;5;1;18
2022;Usme;13;30;6;1;25
2022;Usme;14;23;3;1;18
2022;Usme;15;24;4;2;15
2022;Usme;16;16;4;1;11
2022;Usme;17;11;1;0;7
2023;Antonio Nariño;11;16;0;1;10
2023;Antonio Nariño;12;12;1;1;8
2023;Antonio Nariño;13;23;1;0;17
2023;Antonio Nariño;14;23;1;1;19
2023;Antonio Nariño;15;15;0;0;9
2023;Antonio Nariño;16;12;0;1;12
2023;Antonio Nariño;17;9;1;1;7
2023;Barrios Unidos;11;8;0;0;3
2023;Barrios Unidos;12;12;0;0;6
2023;Barrios Unidos;13;12;1;2;5
2023;Barrios Unidos;14;14;3;0;10
2023;Barrios Unidos;15;14;4;4;13
2023;Barrios Unidos;16;5;3;2;5
2023;Barrios Unidos;17;4;0;0;2
2023;Bosa;11;34;4;1;21
2023;Bosa;12;34;6;1;20
2023;Bosa;13;34;6;1;26
2023;Bosa;14;39;6;1;26
2023;Bosa;15;27;0;0;17
2023;Bosa;16;26;2;0;19
2023;Bosa;17;15;5;2;9
2023;Candelaria;11;5;0;0;2
2023;Candelaria;12;8;0;0;2
2023;Candelaria;13;4;1;1;3
2023;Candelaria;14;7;0;0;7
2023;Candelaria;15;6;3;0;5
2023;Candelaria;16;5;0;0;4
2023;Candelaria;17;6;0;0;5
2023;Chapinero;11;11;2;0;7
2023;Chapinero;12;11;3;0;7
2023;Chapinero;13;13;2;1;8
2023;Chapinero;14;8;3;0;4
2023;Chapinero;15;9;1;1;7
2023;Chapinero;16;8;2;0;6
2023;Chapinero;17;9;5;1;8
2023;Ciudad Bolívar;11;29;1;1;17
2023;Ciudad Bolívar;12;33;3;1;20
2023;Ciudad Bolívar;13;27;0;2;16
2023;Ciudad Bolívar;14;37;2;0;26
2023;Ciudad Bolívar;15;33;2;1;22
2023;Ciudad Bolívar;16;23;3;1;14
2023;Ciudad Bolívar;17;16;1;0;13
2023;Engativá;11;23;8;3;12
2023;Engativá;12;14;2;1;10
2023;Engativá;13;31;7;2;17
2023;Engativá;14;19;7;1;13
2023;Engativá;15;34;13;6;29
2023;Engativá;16;24;11;4;18
2023;Engativá;17;21;12;2;19
2023;Fontibón;11;21;0;0;14
2023;Fontibón;12;19;2;0;12
2023;Fontibón;13;22;2;0;14
2023;Fontibón;14;7;0;0;6
2023;Fontibón;15;14;0;0;13
2023;Fontibón;16;14;2;1;9
2023;Fontibón;17;12;3;0;11
2023;Kennedy;11;37;4;0;19
2023;Kennedy;12;38;5;0;24
2023;Kennedy;13;44;5;0;32
2023;Kennedy;14;38;6;1;25
2023;Kennedy;15;33;5;0;27
2023;Kennedy;16;37;6;1;28
2023;Kennedy;17;23;3;0;21
2023;Mártires;11;24;2;0;14
2023;Mártires;12;16;2;0;13
2023;Mártires;13;24;4;0;15
2023;Mártires;14;10;1;0;8
2023;Mártires;15;15;1;0;10
2023;Mártires;16;9;1;0;8
2023;Mártires;17;6;1;0;6
2023;Puente Aranda;11;18;4;0;15
2023;Puente Aranda;12;16;2;0;12
2023;Puente Aranda;13;18;0;0;12
2023;Puente Aranda;14;17;1;0;10
2023;Puente Aranda;15;13;0;0;12
2023;Puente Aranda;16;17;1;0;14
2023;Puente Aranda;17;12;1;0;10
2023;Rafael Uribe;11;28;4;0;20
2023;Rafael Uribe;12;23;1;0;14
2023;Rafael Uribe;13;23;3;0;16
2023;Rafael Uribe;14;9;0;0;6
2023;Rafael Uribe;15;22;3;0;12
2023;Rafael Uribe;16;7;3;0;6
2023;Rafael Uribe;17;9;0;0;7
2023;San Cristóbal;11;28;0;0;15
2023;San Cristóbal;12;20;0;0;9
2023;San Cristóbal;13;23;6;1;16
2023;San Cristóbal;14;8;0;0;6
2023;San Cristóbal;15;26;2;0;20
2023;San Cristóbal;16;16;3;1;8
2023;San Cristóbal;17;10;1;0;7
2023;Santa Fe;11;21;2;0;11
2023;Santa Fe;12;17;1;0;12
2023;Santa Fe;13;16;1;0;14
2023;Santa Fe;14;24;2;1;14
2023;Santa Fe;15;11;0;0;9
2023;Santa Fe;16;16;1;0;13
2023;Santa Fe;17;7;2;0;6
2023;Suba;11;51;18;1;30
2023;Suba;12;34;13;2;26
2023;Suba;13;54;15;3;31
2023;Suba;14;40;12;6;27
2023;Suba;15;40;12;6;28
2023;Suba;16;25;7;2;17
2023;Suba;17;16;3;0;13
2023;Sumapaz;11;1;0;0;1
2023;Sumapaz;12;2;0;0;1
2023;Sumapaz;13;1;0;0;1
2023;Sumapaz;14;1;1;0;0
2023;Sumapaz;15;2;0;0;1
2023;Sumapaz;16;1;0;0;1
2023;Sumapaz;17;2;1;0;1
2023;Teusaquillo;11;12;1;0;6
2023;Teusaquillo;12;8;4;0;6
2023;Teusaquillo;13;10;1;0;7
2023;Teusaquillo;14;8;4;1;6
2023;Teusaquillo;15;8;0;1;6
2023;Teusaquillo;16;14;5;1;10
2023;Teusaquillo;17;3;1;1;3
2023;Tunjuelito;11;13;1;1;4
2023;Tunjuelito;12;21;1;1;12
2023;Tunjuelito;13;19;1;2;11
2023;Tunjuelito;14;20;1;0;15
2023;Tunjuelito;15;17;4;0;15
2023;Tunjuelito;16;14;2;0;12
2023;Tunjuelito;17;8;2;1;6
2023;Usaquén;11;16;5;0;9
2023;Usaquén;12;22;5;1;9
2023;Usaquén;13;16;5;0;13
2023;Usaquén;14;15;3;2;9
2023;Usaquén;15;14;3;1;12
2023;Usaquén;16;12;6;1;7
2023;Usaquén;17;9;2;1;5
2023;Usme;11;22;6;0;10
2023;Usme;12;25;3;1;10
2023;Usme;13;19;2;1;10
2023;Usme;14;23;6;0;14
2023;Usme;15;16;2;0;13
2023;Usme;16;19;2;1;11
2023;Usme;17;9;1;0;8
2024;Antonio Nariño;11;19;2;0;13
2024;Antonio Nariño;12;14;2;0;9
2024;Antonio Nariño;13;19;1;0;16
2024;Antonio Nariño;14;15;1;0;11
2024;Antonio Nariño;15;22;2;0;16
2024;Antonio Nariño;16;16;1;0;12
2024;Antonio Nariño;17;12;3;0;9
2024;Barrios Unidos;11;11;0;2;5
2024;Barrios Unidos;12;9;1;2;5
2024;Barrios Unidos;13;10;2;2;6
2024;Barrios Unidos;14;7;4;0;6
2024;Barrios Unidos;15;7;1;1;5
2024;Barrios Unidos;16;9;1;1;9
2024;Barrios Unidos;17;6;0;0;5
2024;Bosa;11;21;2;0;15
2024;Bosa;12;22;4;0;13
2024;Bosa;13;31;8;0;18
2024;Bosa;14;24;3;0;14
2024;Bosa;15;27;4;0;19
2024;Bosa;16;18;4;0;14
2024;Bosa;17;11;5;0;9
2024;Candelaria;11;7;0;0;5
2024;Candelaria;12;6;0;0;5
2024;Candelaria;13;6;0;0;3
2024;Candelaria;14;8;0;0;5
2024;Candelaria;15;4;0;0;3
2024;Candelaria;16;5;1;0;3
2024;Candelaria;17;4;0;0;2
2024;Chapinero;11;14;3;0;9
2024;Chapinero;12;14;2;0;7
2024;Chapinero;13;20;4;0;14
2024;Chapinero;14;13;4;1;8
2024;Chapinero;15;4;0;0;3
2024;Chapinero;16;9;1;0;6
2024;Chapinero;17;2;1;0;2
2024;Ciudad Bolívar;11;47;2;0;23
2024;Ciudad Bolívar;12;40;2;2;24
2024;Ciudad Bolívar;13;43;3;1;22
2024;Ciudad Bolívar;14;29;1;0;21
2024;Ciudad Bolívar;15;30;5;2;20
2024;Ciudad Bolívar;16;13;0;0;9
2024;Ciudad Bolívar;17;17;3;0;9
2024;Engativá;11;28;8;0;10
2024;Engativá;12;31;6;2;18
2024;Engativá;13;39;14;4;22
2024;Engativá;14;33;3;1;25
2024;Engativá;15;23;7;1;18
2024;Engativá;16;28;9;2;21
2024;Engativá;17;27;6;2;21
2024;Fontibón;11;20;2;1;13
2024;Fontibón;12;14;2;0;4
2024;Fontibón;13;13;2;0;9
2024;Fontibón;14;12;2;0;10
2024;Fontibón;15;14;3;0;10
2024;Fontibón;16;11;0;1;6
2024;Fontibón;17;1;0;0;1
2024;Kennedy;11;38;1;0;24
2024;Kennedy;12;25;2;0;15
2024;Kennedy;13;42;4;1;30
2024;Kennedy;14;34;2;0;29
2024;Kennedy;15;20;3;0;15
2024;Kennedy;16;22;4;0;18
2024;Kennedy;17;11;4;0;9
2024;Mártires;11;15;0;0;7
2024;Mártires;12;24;1;0;16
2024;Mártires;13;20;0;0;13
2024;Mártires;14;23;0;1;15
2024;Mártires;15;17;0;0;15
2024;Mártires;16;12;1;0;10
2024;Mártires;17;16;1;0;13
2024;Puente Aranda;11;12;3;0;5
2024;Puente Aranda;12;18;2;0;14
2024;Puente Aranda;13;15;0;0;9
2024;Puente Aranda;14;13;1;0;11
2024;Puente Aranda;15;3;1;0;3
2024;Puente Aranda;16;8;0;0;6
2024;Puente Aranda;17;5;0;0;5
2024;Rafael Uribe;11;16;2;0;6
2024;Rafael Uribe;12;22;2;0;15
2024;Rafael Uribe;13;16;1;0;9
2024;Rafael Uribe;14;16;1;0;8
2024;Rafael Uribe;15;16;2;0;7
2024;Rafael Uribe;16;9;2;0;5
2024;Rafael Uribe;17;13;4;0;11
2024;San Cristóbal;11;18;2;0;8
2024;San Cristóbal;12;19;2;0;14
2024;San Cristóbal;13;19;3;0;12
2024;San Cristóbal;14;16;1;0;11
2024;San Cristóbal;15;17;1;0;11
2024;San Cristóbal;16;10;1;0;8
2024;San Cristóbal;17;13;1;0;12
2024;Santa Fe;11;18;0;0;7
2024;Santa Fe;12;16;0;0;8
2024;Santa Fe;13;15;1;0;11
2024;Santa Fe;14;16;0;0;13
2024;Santa Fe;15;17;0;0;14
2024;Santa Fe;16;12;0;0;7
2024;Santa Fe;17;18;0;0;14
2024;Suba;11;57;10;3;23
2024;Suba;12;39;5;1;26
2024;Suba;13;47;8;6;26
2024;Suba;14;43;4;2;27
2024;Suba;15;52;7;7;36
2024;Suba;16;41;14;3;30
2024;Suba;17;34;7;2;27
2024;Sumapaz;11;1;0;0;0
2024;Sumapaz;12;3;0;0;3
2024;Sumapaz;13;1;1;0;1
2024;Sumapaz;14;3;0;0;3
2024;Sumapaz;15;1;0;0;1
2024;Sumapaz;17;2;0;0;1
2024;Teusaquillo;11;16;0;0;11
2024;Teusaquillo;12;10;2;0;5
2024;Teusaquillo;13;14;3;1;11
2024;Teusaquillo;14;7;0;0;4
2024;Teusaquillo;15;9;0;0;7
2024;Teusaquillo;16;11;1;1;7
2024;Teusaquillo;17;2;1;0;2
2024;Tunjuelito;11;21;2;0;11
2024;Tunjuelito;12;25;1;0;13
2024;Tunjuelito;13;14;3;0;11
2024;Tunjuelito;14;25;3;0;19
2024;Tunjuelito;15;19;2;1;13
2024;Tunjuelito;16;15;2;1;11
2024;Tunjuelito;17;11;1;0;8
2024;Usaquén;11;15;7;0;5
2024;Usaquén;12;23;5;0;10
2024;Usaquén;13;22;7;0;14
2024;Usaquén;14;21;9;3;11
2024;Usaquén;15;17;6;0;12
2024;Usaquén;16;14;2;3;9
2024;Usaquén;17;8;2;0;5
2024;Usme;11;26;1;0;13
2024;Usme;12;20;3;0;9
2024;Usme;13;28;4;1;18
2024;Usme;14;25;0;1;17
2024;Usme;15;22;0;0;14
2024;Usme;16;13;1;0;6
2024;Usme;17;9;0;0;5
2025;Antonio Nariño;11;4;0;0;3
2025;Antonio Nariño;12;10;2;0;6
2025;Antonio Nariño;13;9;1;0;6
2025;Antonio Nariño;14;5;1;0;3
2025;Antonio Nariño;15;7;0;0;6
2025;Antonio Nariño;16;3;0;0;2
2025;Antonio Nariño;17;2;0;0;2
2025;Barrios Unidos;12;4;0;0;1
2025;Barrios Unidos;13;4;0;0;3
2025;Barrios Unidos;14;4;0;0;2
2025;Barrios Unidos;15;4;1;0;4
2025;Barrios Unidos;17;2;0;0;2
2025;Bosa;11;3;0;0;2
2025;Bosa;12;9;3;1;4
2025;Bosa;13;7;4;0;3
2025;Bosa;14;16;2;0;11
2025;Bosa;15;3;0;0;2
2025;Bosa;16;2;0;0;1
2025;Bosa;17;2;1;0;2
2025;Candelaria;11;1;0;0;0
2025;Candelaria;12;2;0;0;1
2025;Candelaria;13;2;0;0;2
2025;Candelaria;14;2;0;0;2
2025;Candelaria;15;1;0;0;1
2025;Candelaria;16;2;0;0;2
2025;Candelaria;17;1;0;0;1
2025;Chapinero;12;1;0;0;1
2025;Chapinero;13;4;0;0;3
2025;Chapinero;14;2;0;0;1
2025;Chapinero;15;3;2;1;1
2025;Chapinero;16;1;0;0;1
2025;Chapinero;17;1;0;0;1
2025;Ciudad Bolívar;11;8;0;0;4
2025;Ciudad Bolívar;12;17;2;0;7
2025;Ciudad Bolívar;13;19;2;0;11
2025;Ciudad Bolívar;14;16;3;0;11
2025;Ciudad Bolívar;15;8;0;0;6
2025;Ciudad Bolívar;16;8;0;0;7
2025;Ciudad Bolívar;17;4;0;0;4
2025;Engativá;11;8;1;0;3
2025;Engativá;12;10;0;0;5
2025;Engativá;13;7;0;1;5
2025;Engativá;14;9;2;0;6
2025;Engativá;15;9;3;2;6
2025;Engativá;16;3;2;1;2
2025;Engativá;17;5;3;1;5
2025;Fontibón;11;4;0;0;2
2025;Fontibón;12;5;3;1;3
2025;Fontibón;13;7;2;0;5
2025;Fontibón;14;7;0;0;5
2025;Fontibón;15;13;3;2;11
2025;Fontibón;16;5;0;0;4
2025;Fontibón;17;3;0;0;3
2025;Kennedy;11;12;0;0;9
2025;Kennedy;12;11;2;0;10
2025;Kennedy;13;8;2;0;7
2025;Kennedy;14;18;2;0;13
2025;Kennedy;15;14;2;1;11
2025;Kennedy;16;12;2;1;8
2025;Kennedy;17;6;0;0;5
2025;Mártires;11;6;0;0;3
2025;Mártires;12;4;0;0;4
2025;Mártires;13;9;0;0;5
2025;Mártires;14;7;0;0;4
2025;Mártires;15;10;0;0;9
2025;Mártires;16;4;1;0;4
2025;Mártires;17;3;0;0;3
2025;Puente Aranda;11;1;0;0;1
2025;Puente Aranda;12;6;1;0;5
2025;Puente Aranda;13;2;0;0;1
2025;Puente Aranda;14;2;0;0;1
2025;Puente Aranda;15;8;2;0;7
2025;Puente Aranda;16;3;0;0;3
2025;Puente Aranda;17;3;0;0;3
2025;Rafael Uribe;11;5;1;0;4
2025;Rafael Uribe;12;7;0;0;2
2025;Rafael Uribe;13;6;0;0;6
2025;Rafael Uribe;14;11;0;0;9
2025;Rafael Uribe;15;8;1;0;6
2025;Rafael Uribe;16;9;0;0;6
2025;Rafael Uribe;17;5;0;0;4
2025;San Cristóbal;11;14;0;0;11
2025;San Cristóbal;12;8;1;0;3
2025;San Cristóbal;13;7;0;0;3
2025;San Cristóbal;14;9;0;0;8
2025;San Cristóbal;15;11;1;0;8
2025;San Cristóbal;16;7;0;0;6
2025;San Cristóbal;17;5;0;0;5
2025;Santa Fe;11;8;0;0;6
2025;Santa Fe;12;6;1;0;2
2025;Santa Fe;13;5;0;0;3
2025;Santa Fe;14;3;0;0;2
2025;Santa Fe;15;7;0;0;5
2025;Santa Fe;16;7;0;0;4
2025;Santa Fe;17;4;1;0;4
2025;Suba;11;22;4;1;8
2025;Suba;12;16;1;0;10
2025;Suba;13;11;1;0;6
2025;Suba;14;13;0;0;6
2025;Suba;15;12;1;0;8
2025;Suba;16;11;1;0;8
2025;Suba;17;9;0;0;6
2025;Sumapaz;13;1;0;0;0
2025;Sumapaz;14;4;0;0;3
2025;Teusaquillo;12;1;0;0;1
2025;Teusaquillo;13;3;1;0;3
2025;Teusaquillo;14;1;0;0;1
2025;Teusaquillo;16;1;0;0;1
2025;Teusaquillo;17;1;0;0;1
2025;Tunjuelito;11;11;1;0;3
2025;Tunjuelito;12;11;0;0;5
2025;Tunjuelito;13;6;1;0;6
2025;Tunjuelito;14;7;0;0;6
2025;Tunjuelito;15;7;1;0;6
2025;Tunjuelito;16;2;0;0;1
2025;Tunjuelito;17;4;0;0;3
2025;Usaquén;11;8;3;1;5
2025;Usaquén;12;4;0;0;2
2025;Usaquén;13;5;0;1;1
2025;Usaquén;14;8;1;0;7
2025;Usaquén;15;4;1;0;3
2025;Usaquén;16;3;0;0;2
2025;Usaquén;17;5;2;1;4
2025;Usme;11;10;0;0;3
2025;Usme;12;18;4;0;10
2025;Usme;13;7;0;0;2
2025;Usme;14;11;0;0;6
2025;Usme;15;7;0;0;5
2025;Usme;16;3;0;0;1
2025;Usme;17;7;1;0;3
